818.21,809.83
8.37,850.78
680.43,698.76
913.88,173.43
579.87,135.51
204.13,800.01
700.44,758.47
657.36,745.11
290.3,109.27
246.64,885.54
875.89,594.07
137.36,288.0
943.27,58.51
808.98,787.74
669.24,407.24
822.38,258.88
819.82,732.85
173.26,703.22
261.96,530.16
761.11,393.87
216.84,598.5
348.44,996.76
983.15,741.17
387.35,304.7
820.57,443.85
767.77,582.17
931.55,300.5
167.15,449.49
624.67,165.52
57.77,361.39
14.49,955.25
816.24,547.03
542.33,714.69
617.78,529.24
247.39,82.18
896.63,610.23
254.65,870.62
795.11,504.73
919.35,472.62
108.71,899.64
529.53,73.28
951.22,357.91
194.52,972.42
112.43,261.06
309.26,502.94
930.46,137.06
818.19,620.2
205.31,784.92
189.6,788.65
441.09,988.57
681.59,78.45
536.27,259.12
84.63,467.49
835.38,354.02
534.07,230.33
572.13,890.53
997.83,965.26
461.07,380.87
511.2,154.17
237.63,502.97
317.78,955.92
830.56,491.49
774.12,266.5
156.31,488.45
230.42,513.88
62.85,342.04
137.58,976.55
860.95,276.97
449.79,856.92
942.45,521.43
860.68,231.59
446.76,181.66
742.77,472.45
408.31,854.92
641.18,589.42
647.14,629.05
868.63,250.21
449.1,601.14
440.94,911.79
441.92,843.46
558.62,558.0
225.19,368.3
74.17,518.32
784.96,941.72
885.29,309.57
927.08,760.26
234.17,366.03
242.12,235.86
385.49,108.09
388.9,345.68
945.98,745.11
488.64,281.95
114.56,118.6
648.63,880.43
736.12,109.78
250.65,9.43
429.2,697.58
710.16,452.51
562.34,561.44
876.76,720.71
353.26,352.01
586.23,333.53
649.26,678.09
317.9,310.46
282.42,145.22
907.38,184.49
839.52,809.61
528.02,878.76
24.74,373.84
857.9,836.79
91.04,791.97
668.9,477.89
600.02,416.7
515.07,660.96
182.52,300.43
6.21,849.38
319.78,984.34
142.57,715.64
855.58,47.67
26.77,710.6
937.05,923.29
589.75,940.86
690.95,890.96
894.34,543.07
560.79,410.49
983.08,651.22
143.46,163.18
972.91,713.15
980.76,476.8
95.14,835.03
125.4,677.72
609.56,537.37
745.77,368.78
35.13,699.52
352.07,980.05
895.91,347.95
616.9,392.99
315.55,752.09
895.64,87.96
496.79,859.22
682.63,898.97
271.35,882.77
507.98,479.32
229.92,868.47
713.67,390.86
379.32,542.38
396.87,102.71
912.45,390.63
131.24,696.31
970.47,634.8
252.92,133.31
361.51,909.04
631.33,122.75
302.85,579.6
487.45,35.62
670.11,946.6
672.6,70.59
927.99,908.83
945.09,591.79
745.72,837.58
349.25,280.15
28.78,809.73
830.47,503.88
295.7,506.09
392.35,933.94
356.26,500.56
791.56,345.3
672.58,940.24
394.09,737.09
611.52,640.03
576.76,167.18
452.57,189.87
774.78,94.12
637.68,357.93
404.16,678.21
348.47,719.68
511.29,237.12
649.23,352.06
880.87,658.4
240.69,212.59
111.89,455.75
666.57,435.1
536.43,146.94
35.52,387.08
159.15,188.6
606.56,818.36
970.61,356.59
69.96,121.2
91.96,644.04
911.91,999.68
314.0,331.2
316.18,710.43
873.8,723.71
756.26,324.17
862.45,22.93
765.31,88.23
225.34,33.99
291.87,671.06
123.94,562.12
469.7,779.91
732.25,959.33
12.65,222.84
147.09,97.65
16.55,783.68
414.05,962.01
773.42,317.66
363.87,324.26
406.16,471.94
21.41,279.91
878.47,303.18
924.35,967.38
824.04,728.4
267.25,56.87
172.71,989.06
700.37,741.77
598.24,629.36
492.04,289.71
813.55,318.88
278.39,764.75
115.05,461.21
511.17,339.9
811.35,164.4
42.57,907.88
463.57,473.26
821.56,533.64
158.69,982.58
429.86,991.1
893.73,856.05
277.47,886.84
372.13,919.98
782.21,278.45
606.62,929.15
594.86,951.37
368.64,596.99
856.63,478.27
185.38,437.42
190.0,158.61
165.5,179.52
788.33,652.55
530.69,414.47
615.33,818.84
679.77,938.83
801.27,15.93
851.84,834.11
723.75,954.12
966.71,397.37
746.66,981.76
450.42,296.67
183.35,65.12
588.83,196.97
148.69,923.01
291.11,970.0
439.83,239.89
782.03,95.69
385.52,862.64
757.56,484.09
51.72,16.46
342.08,598.33
805.47,995.71
913.93,628.01
772.68,106.81
28.92,762.32
179.57,465.97
438.61,273.88
950.46,258.89
587.87,598.53
365.91,639.62
893.92,417.68
718.13,116.76
898.57,856.68
320.98,695.4
847.57,955.62
479.7,596.31
75.91,752.55
902.62,652.13
343.27,440.02
715.62,463.49
688.77,180.26
558.37,226.46
515.47,435.3
293.8,722.06
348.42,808.89
276.5,526.41
279.77,572.58
330.59,820.07
247.16,527.53
831.53,10.57
190.54,490.02
487.44,63.6
928.47,120.12
542.67,213.02
123.77,236.44
835.87,157.28
27.73,517.65
754.2,873.6
86.06,946.58
192.14,565.53
933.4,798.14
490.94,794.45
730.18,968.42
826.27,431.24
788.5,958.65
152.81,744.83
913.77,295.46
821.8,273.19
111.1,263.75
306.95,352.31
389.1,145.71
250.5,206.25
488.99,842.89
169.29,13.76
119.01,93.44
689.22,542.08
538.88,397.84
705.65,95.92
888.58,37.72
141.95,592.98
637.6,119.53
263.48,217.42
885.0,349.86
300.66,711.21
270.62,126.83
116.42,844.72
841.61,859.12
158.53,615.53
196.39,235.67
209.41,310.46
847.33,397.4
26.13,768.44
273.78,520.15
411.68,944.71
661.19,836.16
356.85,403.95
46.62,130.65
229.3,49.48
412.64,909.23
566.82,441.8
166.07,371.43
273.38,142.88
855.56,876.18
588.13,650.92
221.66,471.7
763.4,950.19
283.28,138.84
515.94,8.19
185.17,116.79
531.31,719.87
362.15,672.86
200.76,19.81
409.02,973.51
845.34,869.12
20.73,572.38
850.46,991.26
393.76,908.92
427.76,349.28
891.86,154.21
450.92,442.75
575.13,295.23
937.82,231.94
893.16,300.66
235.09,739.54
562.8,232.23
248.53,555.53
590.79,99.14
333.5,276.74
389.45,291.86
694.07,54.09
510.03,702.61
710.72,436.54
2.48,491.56
629.04,501.01
871.24,685.54
838.45,346.65
81.33,962.47
660.79,989.3
608.56,128.21
309.48,808.28
484.71,820.11
106.1,898.07
108.47,818.76
742.03,354.88
785.84,234.12
305.6,376.73
802.26,801.58
399.28,475.1
807.23,633.93
414.71,907.25
679.52,173.17
294.3,977.23
311.56,610.21
913.17,651.25
123.84,835.85
28.78,952.41
681.69,14.26
715.55,377.92
29.56,247.09
193.47,276.13
358.89,136.87
278.13,960.4
178.8,699.15
381.16,710.62
383.47,568.09
279.7,724.97
615.71,123.17
603.58,202.29
691.2,465.84
555.87,928.0
198.18,45.43
812.29,59.23
654.17,518.94
303.78,701.06
850.91,488.98
954.36,998.67
877.67,140.82
353.73,282.72
353.85,64.91
358.77,98.79
805.77,947.6
397.24,303.91
748.78,703.0
602.86,146.42
36.66,428.0
796.93,319.58
711.87,941.47
677.1,352.18
760.63,951.03
374.32,326.09
450.99,786.22
481.99,995.16
880.51,268.58
628.02,18.14
880.13,367.68
301.76,566.71
357.55,595.59
912.51,892.14
643.63,736.14
903.43,490.15
892.01,298.59
225.04,403.69
341.47,28.93
863.36,350.87
476.64,553.88
289.22,689.55
413.76,608.9
188.18,981.92
572.71,949.63
588.95,498.74
755.06,35.0
461.54,20.89
506.22,996.22
871.39,253.73
147.83,719.99
850.5,297.71
617.06,221.31
699.97,757.76
367.2,447.09
545.2,63.13
795.03,632.11
8.37,394.96
918.94,912.0
755.0,285.4
354.06,298.42
455.98,280.05
399.1,353.42
361.25,693.47
815.84,449.61
905.52,496.1
64.46,900.32
614.63,88.54
441.22,47.47
860.31,289.88
134.92,628.89
647.74,71.87
337.17,665.04
12.18,156.84
120.2,886.65
234.12,225.08
566.94,626.24
725.34,359.55
180.14,572.05
326.9,44.71
282.76,216.0
44.58,25.76
538.18,800.28
49.38,236.2
33.38,546.44
300.92,937.75
696.71,768.41
879.09,630.6
55.93,415.36
128.19,362.77
475.83,187.53
580.39,623.29
200.63,119.86
55.54,268.95
520.08,65.01
867.88,777.49
3.59,859.11
923.51,289.17
915.52,1.57
581.65,267.93
869.64,767.49
206.74,115.69
617.09,682.53
24.29,336.42
183.89,999.37
626.97,598.15
183.58,815.0
126.29,830.29
123.71,155.47
578.74,871.26
183.76,409.0
653.36,286.79
53.12,475.23
972.36,639.6
751.6,776.09
361.16,275.16
241.74,899.28
661.92,6.55
182.62,5.25
951.28,158.27
36.26,844.68
837.17,14.87
489.57,10.04
898.87,960.36
175.45,536.58
373.18,569.59
196.83,405.79
740.46,81.24
695.87,310.48
859.72,860.48
254.76,687.38
675.32,671.54
584.26,342.82
180.06,493.15
170.49,886.79
396.51,414.13
364.23,930.14
446.8,85.07
27.27,666.69
732.78,325.22
125.24,441.46
658.12,743.24
754.02,744.86
970.13,251.5
736.08,12.75
462.98,518.13
875.29,894.2
364.9,851.81
232.89,60.55
243.56,334.55
872.47,80.14
313.55,124.46
204.98,704.76
23.66,718.88
420.35,296.7
140.41,269.93
207.44,17.91
875.49,250.53
364.74,308.33
167.76,312.51
921.73,835.79
574.68,771.83
664.68,437.73
463.77,151.52
372.16,812.11
472.22,48.57
48.31,1.25
231.0,263.41
181.25,541.16
199.03,909.65
174.93,102.81
12.1,234.8
523.23,308.17
210.73,268.06
35.9,703.39
289.35,43.84
655.4,399.64
107.16,878.81
218.83,357.87
986.58,8.55
134.99,42.14
659.41,858.25
305.53,369.86
192.14,167.62
90.4,965.89
993.39,986.69
736.34,428.21
375.67,797.04
502.82,447.72
637.59,305.26
980.96,823.91
176.86,105.07
182.55,675.54
853.54,56.21
922.3,714.05
382.55,772.05
620.43,310.52
855.93,767.05
241.6,658.63
44.35,778.7
571.55,565.28
775.71,464.27
351.16,928.55
536.87,896.78
974.23,242.03
378.58,279.3
709.42,639.0
454.64,56.01
783.5,829.51
505.45,961.32
409.79,372.85
716.0,412.22
494.9,900.61
384.92,970.91
479.03,343.73
674.23,371.18
815.27,362.65
514.67,185.18
837.33,247.23
73.81,953.46
68.04,195.12
935.92,865.36
549.69,972.21
983.54,206.45
26.58,979.33
773.58,260.97
865.27,60.86
89.86,2.72
191.82,902.29
542.97,757.41
165.33,402.08
804.61,357.46
574.48,972.44
711.38,404.1
816.66,683.32
904.8,641.11
344.3,769.33
69.89,716.94
927.53,103.84
552.3,982.87
420.87,912.73
695.78,809.68
84.44,448.18
674.63,807.33
654.11,724.92
461.5,754.87
411.84,92.28
656.0,2.4
507.77,899.22
25.18,28.6
35.08,238.14
472.99,92.13
840.54,679.84
564.91,504.82
103.54,562.55
967.74,631.36
927.81,973.14
635.24,168.4
366.47,744.76
380.19,453.21
591.55,934.2
710.51,203.33
345.82,716.89
346.36,406.06
650.88,810.18
463.79,199.81
29.01,336.41
296.43,355.82
498.32,182.3
655.61,819.69
228.74,508.6
303.19,515.6
262.87,617.43
295.65,38.42
146.36,885.15
940.05,775.75
708.99,802.64
343.93,206.54
367.1,141.76
90.15,399.82
588.49,286.82
733.6,621.0
31.89,598.21
722.39,870.06
625.95,645.38
850.21,438.27
693.4,657.61
538.08,382.82
411.13,845.56
783.43,789.83
654.63,720.4
322.19,230.38
49.45,944.45
867.04,846.99
534.25,322.93
783.29,802.12
207.11,58.48
294.88,48.3
85.44,360.14
128.27,470.86
174.07,763.27
737.47,802.51
591.66,256.72
163.77,908.56
337.26,797.31
972.37,151.51
718.68,318.23
4.92,592.0
962.99,101.45
28.41,796.55
886.4,65.98
612.09,276.44
427.19,422.06
882.66,548.91
449.04,181.23
530.74,694.79
954.67,943.0
781.51,725.83
919.75,272.27
335.56,191.2
413.6,203.85
617.31,620.52
117.88,140.54
